feature,clf_importance,reg_importance
"cat__airport_name_Fayetteville, AR: Northwest Arkansas Regional",0.0,0.0
"cat__airport_name_Fayetteville, NC: Fayetteville Regional/Grannis Field",0.0,0.0
"cat__airport_name_Flagstaff, AZ: Flagstaff Pulliam",0.0,0.0
"cat__airport_name_Flint, MI: Bishop International",0.0,0.0
"cat__airport_name_Florence, SC: Florence Regional",0.0,0.0
"cat__airport_name_Fort Collins/Loveland, CO: Northern Colorado Regional",0.0,0.0
"cat__airport_name_Fort Dodge, IA: Fort Dodge Regional",0.0,0.0
"cat__airport_name_Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",0.0,0.0
"cat__airport_name_Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field",0.0,0.0
"cat__airport_name_Fort Myers, FL: Southwest Florida International",0.0,0.0
"cat__airport_name_Fort Smith, AR: Fort Smith Regional",0.0,0.0
"cat__airport_name_Fort Wayne, IN: Fort Wayne International",0.0,0.0
"cat__airport_name_Fresno, CA: Fresno Yosemite International",0.0,0.0
"cat__airport_name_Gainesville, FL: Gainesville Regional",0.0,0.0
"cat__airport_name_Garden City, KS: Garden City Regional",0.0,0.0
"cat__airport_name_Gillette, WY: Gillette Campbell County",0.0,0.0
"cat__airport_name_Gillette, WY: Northeast Wyoming Regional",0.0,0.0
"cat__airport_name_Grand Forks, ND: Grand Forks International",0.0,0.0
"cat__airport_name_Grand Island, NE: Central Nebraska Regional",0.0,0.0
"cat__airport_name_Grand Junction, CO: Grand Junction Regional",0.0,0.0
"cat__airport_name_Grand Rapids, MI: Gerald R. Ford International",0.0,0.0
"cat__airport_name_Great Falls, MT: Great Falls International",0.0,0.0
"cat__airport_name_Green Bay, WI: Green Bay Austin Straubel International",0.0,0.0
"cat__airport_name_Greensboro/High Point, NC: Piedmont Triad International",0.0,0.0
"cat__airport_name_Greenville, NC: Pitt Greenville",0.0,0.0
"cat__airport_name_Greer, SC: Greenville-Spartanburg International",0.0,0.0
"cat__airport_name_Guam, TT: Guam International",0.0,0.0
"cat__airport_name_Gulfport/Biloxi, MS: Gulfport-Biloxi International",0.0,0.0
"cat__airport_name_Gunnison, CO: Gunnison-Crested Butte Regional",0.0,0.0
"cat__airport_name_Gustavus, AK: Gustavus Airport",0.0,0.0
"cat__airport_name_Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",0.0,0.0
"cat__airport_name_Hancock/Houghton, MI: Houghton County Memorial",0.0,0.0
"cat__airport_name_Harlingen/San Benito, TX: Valley International",0.0,0.0
"cat__airport_name_Harrisburg, PA: Harrisburg International",0.0,0.0
"cat__airport_name_Hartford, CT: Bradley International",0.0,0.0
"cat__airport_name_Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",0.0,0.0
"cat__airport_name_Hayden, CO: Yampa Valley",0.0,0.0
"cat__airport_name_Hays, KS: Hays Regional",0.0,0.0
"cat__airport_name_Helena, MT: Helena Regional",0.0,0.0
"cat__airport_name_Hibbing, MN: Range Regional",0.0,0.0
"cat__airport_name_Hilo, HI: Hilo International",0.0,0.0
"cat__airport_name_Hilton Head, SC: Hilton Head Airport",0.0,0.0
"cat__airport_name_Hobbs, NM: Lea County Regional",0.0,0.0
"cat__airport_name_Honolulu, HI: Daniel K Inouye International",0.0,0.0
"cat__airport_name_Houston, TX: George Bush Intercontinental/Houston",0.0,0.0
"cat__airport_name_Houston, TX: William P Hobby",0.0,0.0
"cat__airport_name_Huntsville, AL: Huntsville International-Carl T Jones Field",0.0,0.0
"cat__airport_name_Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",0.0,0.0
"cat__airport_name_Hyannis, MA: Cape Cod Gateway",0.0,0.0
"cat__airport_name_Idaho Falls, ID: Idaho Falls Regional",0.0,0.0
"cat__airport_name_Indianapolis, IN: Indianapolis International",0.0,0.0
"cat__airport_name_International Falls, MN: Falls International Einarson Field",0.0,0.0
"cat__airport_name_Inyokern, CA: Inyokern Airport",0.0,0.0
"cat__airport_name_Iron Mountain/Kingsfd, MI: Ford",0.0,0.0
"cat__airport_name_Islip, NY: Long Island MacArthur",0.0,0.0
"cat__airport_name_Ithaca/Cortland, NY: Ithaca Tompkins International",0.0,0.0
"cat__airport_name_Ithaca/Cortland, NY: Ithaca Tompkins Regional",0.0,0.0
"cat__airport_name_Jackson, WY: Jackson Hole",0.0,0.0
"cat__airport_name_Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",0.0,0.0
"cat__airport_name_Jacksonville, FL: Jacksonville International",0.0,0.0
"cat__airport_name_Jacksonville/Camp Lejeune, NC: Albert J Ellis",0.0,0.0
"cat__airport_name_Jamestown, ND: Jamestown Regional",0.0,0.0
"cat__airport_name_Johnstown, PA: John Murtha Johnstown-Cambria County",0.0,0.0
"cat__airport_name_Joplin, MO: Joplin Regional",0.0,0.0
"cat__airport_name_Juneau, AK: Juneau International",0.0,0.0
"cat__airport_name_Kahului, HI: Kahului Airport",0.0,0.0
"cat__airport_name_Kalamazoo, MI: Kalamazoo/Battle Creek International",0.0,0.0
"cat__airport_name_Kalispell, MT: Glacier Park International",0.0,0.0
"cat__airport_name_Kansas City, MO: Kansas City International",0.0,0.0
"cat__airport_name_Kearney, NE: Kearney Regional",0.0,0.0
"cat__airport_name_Ketchikan, AK: Ketchikan International",0.0,0.0
"cat__airport_name_Key West, FL: Key West International",0.0,0.0
"cat__airport_name_Killeen, TX: Robert Gray AAF",0.0,0.0
"cat__airport_name_King Salmon, AK: King Salmon Airport",0.0,0.0
"cat__airport_name_Klamath Falls, OR: Crater Lake Klamath Regional",0.0,0.0
"cat__airport_name_Knoxville, TN: McGhee Tyson",0.0,0.0
"cat__airport_name_Kodiak, AK: Kodiak Airport",0.0,0.0
"cat__airport_name_Kona, HI: Ellison Onizuka Kona International at Keahole",0.0,0.0
"cat__airport_name_Kotzebue, AK: Ralph Wien Memorial",0.0,0.0
"cat__airport_name_La Crosse, WI: La Crosse Regional",0.0,0.0
"cat__airport_name_Lafayette, LA: Lafayette Regional Paul Fournet Field",0.0,0.0
"cat__airport_name_Lake Charles, LA: Lake Charles Regional",0.0,0.0
"cat__airport_name_Lansing, MI: Capital Region International",0.0,0.0
"cat__airport_name_Laramie, WY: Laramie Regional",0.0,0.0
"cat__airport_name_Laredo, TX: Laredo International",0.0,0.0
"cat__airport_name_Las Vegas, NV: Harry Reid International",0.0,0.0
"cat__airport_name_Las Vegas, NV: McCarran International",0.0,0.0
"cat__airport_name_Latrobe, PA: Arnold Palmer Regional",0.0,0.0
"cat__airport_name_Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",0.0,0.0
"cat__airport_name_Lewisburg, WV: Greenbrier Valley",0.0,0.0
"cat__airport_name_Lewiston, ID: Lewiston Nez Perce County",0.0,0.0
"cat__airport_name_Lexington, KY: Blue Grass",0.0,0.0
"cat__airport_name_Liberal, KS: Liberal Mid-America Regional",0.0,0.0
"cat__airport_name_Lihue, HI: Lihue Airport",3.2280146e-05,0.0
"cat__airport_name_Lincoln, NE: Lincoln Airport",0.0,0.0
"cat__airport_name_Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",0.0,0.0
"cat__airport_name_Long Beach, CA: Long Beach Airport",8.230671e-05,0.0007631124
"cat__airport_name_Longview, TX: East Texas Regional",0.0,0.0
"cat__airport_name_Los Angeles, CA: Los Angeles International",1.8801715e-05,0.0
"cat__airport_name_Louisville, KY: Louisville Muhammad Ali International",0.0,0.0
"cat__airport_name_Lubbock, TX: Lubbock Preston Smith International",0.0,0.0
"cat__airport_name_Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",0.0,0.0
"cat__airport_name_Madison, WI: Dane County Regional-Truax Field",0.0,0.0
"cat__airport_name_Mammoth Lakes, CA: Mammoth Lakes Airport",0.0,0.0
"cat__airport_name_Manchester, NH: Manchester Boston Regional",0.0,0.0
"cat__airport_name_Manchester, NH: Manchester-Boston Regional",0.0,0.0
"cat__airport_name_Manhattan/Ft. Riley, KS: Manhattan Regional",0.0,0.0
"cat__airport_name_Marquette, MI: Marquette Sawyer Regional",0.0,0.0
"cat__airport_name_Marquette, MI: Sawyer International",0.0,6.791193e-05
"cat__airport_name_Martha's Vineyard, MA: Martha's Vineyard Airport",0.0,0.0
"cat__airport_name_Mason City, IA: Mason City Municipal",0.0,0.0
"cat__airport_name_Medford, OR: Rogue Valley International - Medford",0.0,0.0
"cat__airport_name_Melbourne, FL: Melbourne International",0.0,0.0
"cat__airport_name_Melbourne, FL: Melbourne Orlando International",0.0,0.0
"cat__airport_name_Memphis, TN: Memphis International",0.0,0.0
"cat__airport_name_Meridian, MS: Key Field",0.0,0.0
"cat__airport_name_Miami, FL: Miami International",0.0,0.0
"cat__airport_name_Midland/Odessa, TX: Midland International Air and Space Port",0.0,0.0
"cat__airport_name_Milwaukee, WI: General Mitchell International",0.0,0.0
"cat__airport_name_Minneapolis, MN: Minneapolis-St Paul International",0.0,0.0
"cat__airport_name_Minot, ND: Minot International",0.0,0.0
"cat__airport_name_Mission/McAllen/Edinburg, TX: McAllen International",0.0,0.0
"cat__airport_name_Mission/McAllen/Edinburg, TX: McAllen Miller International",0.0,0.0
"cat__airport_name_Missoula, MT: Missoula International",0.0,0.0
"cat__airport_name_Missoula, MT: Missoula Montana",0.0,0.0
"cat__airport_name_Moab, UT: Canyonlands Field",0.0,0.0
"cat__airport_name_Moab, UT: Canyonlands Regional",0.0,0.0
"cat__airport_name_Mobile, AL: Mobile Downtown",0.0,0.0
"cat__airport_name_Mobile, AL: Mobile International",0.0,0.0
"cat__airport_name_Mobile, AL: Mobile Regional",0.0,0.0
"cat__airport_name_Modesto, CA: Modesto City-County-Harry Sham Field",0.0,0.0
"cat__airport_name_Moline, IL: Quad Cities International",0.0,0.0007652491
"cat__airport_name_Moline, IL: Quad City International",0.0,0.0
"cat__airport_name_Monroe, LA: Monroe Regional",0.0,0.0
"cat__airport_name_Monterey, CA: Monterey Regional",3.5378787e-05,0.0
"cat__airport_name_Montgomery, AL: Montgomery Regional",0.0,0.0
"cat__airport_name_Montrose/Delta, CO: Montrose Regional",0.0,0.0
"cat__airport_name_Mosinee, WI: Central Wisconsin",0.0,0.0
"cat__airport_name_Muskegon, MI: Muskegon County",0.0,0.0
"cat__airport_name_Myrtle Beach, SC: Myrtle Beach International",0.0,0.0
"cat__airport_name_Nantucket, MA: Nantucket Memorial",0.0,0.0
"cat__airport_name_Nashville, TN: Nashville International",0.0,0.0
"cat__airport_name_New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",0.0,0.0
"cat__airport_name_New Haven, CT: Tweed New Haven",0.0,0.0
"cat__airport_name_New Orleans, LA: Louis Armstrong New Orleans International",0.0,0.0
"cat__airport_name_New York, NY: John F. Kennedy International",0.0,0.0
"cat__airport_name_New York, NY: LaGuardia",0.0,0.0
"cat__airport_name_Newark, NJ: Newark Liberty International",0.0,0.0
"cat__airport_name_Newburgh/Poughkeepsie, NY: New York Stewart International",0.0,0.0
"cat__airport_name_Newport News/Williamsburg, VA: Newport News/Williamsburg International",0.0,0.0
"cat__airport_name_Niagara Falls, NY: Niagara Falls International",0.0,0.0
"cat__airport_name_Nome, AK: Nome Airport",0.0,0.0
"cat__airport_name_Norfolk, VA: Norfolk International",0.0,0.0
"cat__airport_name_North Bend/Coos Bay, OR: Southwest Oregon Regional",5.492092e-05,0.0
"cat__airport_name_North Platte, NE: North Platte Regional Airport Lee Bird Field",0.0,0.0
"cat__airport_name_Oakland, CA: Metro Oakland International",0.0,0.0
"cat__airport_name_Oakland, CA: Metropolitan Oakland International",0.0,0.0
"cat__airport_name_Ogden, UT: Ogden-Hinckley",0.0,0.0
"cat__airport_name_Ogdensburg, NY: Ogdensburg International",0.0,0.0
"cat__airport_name_Oklahoma City, OK: Will Rogers World",0.0,0.0
"cat__airport_name_Omaha, NE: Eppley Airfield",0.0,0.0
"cat__airport_name_Ontario, CA: Ontario International",0.0,0.0
"cat__airport_name_Orlando, FL: Orlando International",0.0,0.0
"cat__airport_name_Owensboro, KY: Owensboro Daviess County Regional",0.0,0.0
"cat__airport_name_Paducah, KY: Barkley Regional",0.0,0.0
"cat__airport_name_Pago Pago, TT: Pago Pago International",8.72488e-05,8.2556675e-05
"cat__airport_name_Palm Springs, CA: Palm Springs International",0.0,0.0
"cat__airport_name_Panama City, FL: Northwest Florida Beaches International",0.0,0.0
"cat__airport_name_Pasco/Kennewick/Richland, WA: Tri Cities",0.0,0.0
"cat__airport_name_Pellston, MI: Pellston Regional Airport of Emmet County",0.0,0.0
"cat__airport_name_Pensacola, FL: Pensacola International",0.0,0.0
"cat__airport_name_Peoria, IL: General Downing - Peoria International",0.0,0.0
"cat__airport_name_Petersburg, AK: Petersburg James A Johnson",0.0,0.0
"cat__airport_name_Philadelphia, PA: Philadelphia International",0.0,0.0
"cat__airport_name_Phoenix, AZ: Phoenix - Mesa Gateway",0.0,0.0
"cat__airport_name_Phoenix, AZ: Phoenix Sky Harbor International",0.0,0.0
"cat__airport_name_Pierre, SD: Pierre Regional",0.0,0.0
"cat__airport_name_Pittsburgh, PA: Pittsburgh International",0.0,0.0
"cat__airport_name_Plattsburgh, NY: Plattsburgh International",0.0,0.0
"cat__airport_name_Pocatello, ID: Pocatello Regional",0.0,0.0
"cat__airport_name_Ponce, PR: Mercedita",0.0,0.0
"cat__airport_name_Portland, ME: Portland International Jetport",0.0,0.0
"cat__airport_name_Portland, OR: Portland International",0.0,0.0
"cat__airport_name_Portsmouth, NH: Portsmouth International at Pease",0.0,0.0
"cat__airport_name_Prescott, AZ: Prescott Regional Ernest A Love Field",0.0,0.0
"cat__airport_name_Providence, RI: Rhode Island Tf Green International",0.0,0.0
"cat__airport_name_Providence, RI: Theodore Francis Green State",0.0,0.0
"cat__airport_name_Provo, UT: Provo Municipal",0.0,0.0
"cat__airport_name_Pueblo, CO: Pueblo Memorial",0.0,0.0
"cat__airport_name_Pullman, WA: Pullman Moscow Regional",0.0,0.0
"cat__airport_name_Punta Gorda, FL: Punta Gorda Airport",0.0,0.0
"cat__airport_name_Quincy, IL: Quincy Regional-Baldwin Field",0.0,0.0
"cat__airport_name_Raleigh/Durham, NC: Raleigh-Durham International",0.0,0.0
"cat__airport_name_Rapid City, SD: Rapid City Regional",0.0,0.0
"cat__airport_name_Redding, CA: Redding Municipal",0.0,0.0
"cat__airport_name_Redding, CA: Redding Regional",0.0,0.0
"cat__airport_name_Reno, NV: Reno/Tahoe International",0.0,0.0
"cat__airport_name_Rhinelander, WI: Rhinelander/Oneida County",0.0,0.0
"cat__airport_name_Richmond, VA: Richmond International",0.0,0.0
"cat__airport_name_Riverton/Lander, WY: Central Wyoming Regional",0.0,0.0
"cat__airport_name_Riverton/Lander, WY: Riverton Regional",0.0,0.0
"cat__airport_name_Roanoke, VA: Roanoke Blacksburg Regional",0.0,0.0
"cat__airport_name_Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",0.0,0.0
"cat__airport_name_Rochester, MN: Rochester International",0.0,0.0
"cat__airport_name_Rochester, NY: Frederick Douglass Grtr Rochester International",0.0,0.0
"cat__airport_name_Rochester, NY: Greater Rochester International",0.0,0.0
"cat__airport_name_Rock Springs, WY: Southwest Wyoming Regional",0.0,0.0
"cat__airport_name_Rockford, IL: Chicago/Rockford International",0.0,0.0
"cat__airport_name_Roswell, NM: Roswell Air Center",0.0,0.0
"cat__airport_name_Roswell, NM: Roswell International Air Center",0.0,0.0
"cat__airport_name_Sacramento, CA: Sacramento International",0.0,0.0
"cat__airport_name_Saginaw/Bay City/Midland, MI: MBS International",0.0,0.0
"cat__airport_name_Saipan, TT: Francisco C. Ada Saipan International",0.0,0.0
"cat__airport_name_Salina, KS: Salina Regional",0.0,0.0
"cat__airport_name_Salt Lake City, UT: Salt Lake City International",0.0,0.0
"cat__airport_name_San Angelo, TX: San Angelo Regional/Mathis Field",0.0,0.0
"cat__airport_name_San Antonio, TX: San Antonio International",0.0,0.0
"cat__airport_name_San Diego, CA: San Diego International",0.0,0.0
"cat__airport_name_San Francisco, CA: San Francisco International",0.0,0.0
"cat__airport_name_San Jose, CA: Norman Y. Mineta San Jose International",0.0,0.0
"cat__airport_name_San Juan, PR: Luis Munoz Marin International",0.0,0.0
"cat__airport_name_San Luis Obispo, CA: San Luis County Regional",0.0,0.0
"cat__airport_name_Sanford, FL: Orlando Sanford International",0.0,0.0
"cat__airport_name_Santa Ana, CA: John Wayne Airport-Orange County",0.0,0.0
"cat__airport_name_Santa Barbara, CA: Santa Barbara Municipal",0.0,0.0
"cat__airport_name_Santa Fe, NM: Santa Fe Municipal",0.0,0.0
"cat__airport_name_Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",0.0,0.0
"cat__airport_name_Santa Rosa, CA: Charles M. Schulz - Sonoma County",0.0,0.0
"cat__airport_name_Sarasota/Bradenton, FL: Sarasota/Bradenton International",0.0,0.0
"cat__airport_name_Sault Ste. Marie, MI: Chippewa County International",0.0,0.0
"cat__airport_name_Savannah, GA: Savannah/Hilton Head International",0.0,0.0
"cat__airport_name_Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",0.0,0.0
"cat__airport_name_Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",0.0,0.0
"cat__airport_name_Seattle, WA: Seattle/Tacoma International",0.0,0.0
"cat__airport_name_Sheridan, WY: Sheridan County",0.0,0.0
"cat__airport_name_Shreveport, LA: Shreveport Regional",0.0,0.0
"cat__airport_name_Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",0.0,0.0
"cat__airport_name_Sioux Falls, SD: Joe Foss Field",5.7482393e-05,0.0
"cat__airport_name_Sitka, AK: Sitka Rocky Gutierrez",0.0,0.0
"cat__airport_name_South Bend, IN: South Bend International",0.0,0.0
"cat__airport_name_Spokane, WA: Spokane International",0.0,0.0
"cat__airport_name_Springfield, IL: Abraham Lincoln Capital",0.0,0.0
"cat__airport_name_Springfield, MO: Springfield-Branson National",0.0,0.0
"cat__airport_name_St. Augustine, FL: Northeast Florida Regional",0.0,0.0
"cat__airport_name_St. Cloud, MN: St. Cloud Regional",0.0,0.0
"cat__airport_name_St. George, UT: St George Regional",0.0,0.0
"cat__airport_name_St. Louis, MO: St Louis Lambert International",0.0,0.0
"cat__airport_name_St. Petersburg, FL: St Pete Clearwater International",0.0,0.0
"cat__airport_name_State College, PA: University Park",0.0,0.0
"cat__airport_name_Staunton, VA: Shenandoah Valley Regional",0.0,0.0
"cat__airport_name_Stillwater, OK: Stillwater Regional",0.0,0.0
"cat__airport_name_Stockton, CA: Stockton Metro",0.0,0.0
"cat__airport_name_Stockton, CA: Stockton Metropolitan",0.0,0.0
"cat__airport_name_Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",0.0,0.0
"cat__airport_name_Syracuse, NY: Syracuse Hancock International",0.0,0.0
"cat__airport_name_Tallahassee, FL: Tallahassee International",0.0,0.0
"cat__airport_name_Tampa, FL: Tampa International",0.0,0.0
"cat__airport_name_Texarkana, AR: Texarkana Regional-Webb Field",0.0,0.0
"cat__airport_name_Toledo, OH: Eugene F Kranz Toledo Express",0.0,0.0
"cat__airport_name_Toledo, OH: Toledo Express",0.0,0.0
"cat__airport_name_Topeka, KS: Topeka Regional",0.0,0.0
"cat__airport_name_Traverse City, MI: Cherry Capital",0.0,0.0
"cat__airport_name_Trenton, NJ: Trenton Mercer",0.0,0.0
"cat__airport_name_Tucson, AZ: Tucson International",0.0,0.0
"cat__airport_name_Tulsa, OK: Tulsa International",0.0,0.0
"cat__airport_name_Twin Falls, ID: Joslin Field - Magic Valley Regional",0.0,0.0
"cat__airport_name_Tyler, TX: Tyler Pounds Regional",0.0,0.0
"cat__airport_name_Valdosta, GA: Valdosta Regional",0.0,0.0
"cat__airport_name_Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",0.0,0.0
"cat__airport_name_Vernal, UT: Vernal Regional",0.0,0.0
"cat__airport_name_Victoria, TX: Victoria Regional",0.0,0.0
"cat__airport_name_Waco, TX: Waco Regional",0.0,0.0
"cat__airport_name_Walla Walla, WA: Walla Walla Regional",0.0,0.0
"cat__airport_name_Washington, DC: Ronald Reagan Washington National",2.2588627e-05,0.0
"cat__airport_name_Washington, DC: Washington Dulles International",0.0,0.0
"cat__airport_name_Waterloo, IA: Waterloo Regional",0.0,0.0
"cat__airport_name_Watertown, NY: Watertown International",0.0,0.0
"cat__airport_name_Watertown, SD: Watertown Regional",0.0,0.0
"cat__airport_name_Wenatchee, WA: Pangborn Memorial",0.0,0.0
"cat__airport_name_West Palm Beach/Palm Beach, FL: Palm Beach International",0.0,0.0
"cat__airport_name_West Yellowstone, MT: Yellowstone",0.0,0.0
"cat__airport_name_White Plains, NY: Westchester County",0.0,0.0
"cat__airport_name_Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",0.0,0.0
"cat__airport_name_Wichita, KS: Wichita Dwight D Eisenhower National",0.0,0.0
"cat__airport_name_Williamsport, PA: Williamsport Regional",0.0,0.0
"cat__airport_name_Williston, ND: Sloulin Field International",0.0,0.0
"cat__airport_name_Williston, ND: Williston Basin International",0.0,0.0
"cat__airport_name_Wilmington, DE: New Castle",0.0,0.0
"cat__airport_name_Wilmington, NC: Wilmington International",0.0,0.0
"cat__airport_name_Worcester, MA: Worcester Regional",0.0,0.0
"cat__airport_name_Wrangell, AK: Wrangell Airport",0.0,0.0
"cat__airport_name_Yakima, WA: Yakima Air Terminal/McAllister Field",0.0,0.0
"cat__airport_name_Yakutat, AK: Yakutat Airport",0.0,0.0
"cat__airport_name_Yuma, AZ: Yuma MCAS/Yuma International",0.0,0.0
cat__year_2013,0.00080901803,0.00029404342
cat__year_2014,0.012844375,8.0447506e-05
cat__year_2015,0.0008666427,0.0004643665
cat__year_2016,0.0012660956,3.789878e-05
cat__year_2017,0.0009890252,0.00030679294
cat__year_2018,0.0,0.00060976535
cat__year_2019,0.0009783976,0.0005114427
cat__year_2020,0.04738465,0.00045425328
cat__year_2021,0.00046053992,0.002129022
cat__year_2022,0.00065145135,0.0008056172
cat__year_2023,0.0009678783,0.0013419361
cat__month_1,3.137472e-05,0.00045038355
cat__month_2,0.0010485859,0.0009475049
cat__month_3,0.0,0.00051293266
cat__month_4,0.0019310241,0.0007293213
cat__month_5,8.188379e-05,0.00066621345
cat__month_6,0.010000479,0.0012092087
cat__month_7,0.00729859,0.0004690741
cat__month_8,0.00013938046,0.00028907578
cat__month_9,0.008151118,0.00011183512
cat__month_10,0.007720386,0.0005556698
cat__month_11,0.0053368765,0.00054618594
cat__month_12,0.0019057065,0.0018369509
